file_name,QuestionText,answer
Waterfalls_00217.wav,What is flowing?,WATER
Waterfalls_00217.wav,What is flowing?,RAIN
Waterfalls_00217.wav,What is the name of the stream?,RAPID
Waterfalls_00217.wav,What is the name of the stream?,WATERFALL
Waterfalls_00217.wav,What is the name of the stream?,UNKNOWN
Omni_Ambiental_PublicKitchen.wav,What noises are in the background?,DOOR
Omni_Ambiental_PublicKitchen.wav,What noises are in the background?,PEOPLE
Omni_Ambiental_PublicKitchen.wav,What noises are in the background?,WALKING
Omni_Ambiental_PublicKitchen.wav,What sport is being played?,UNKNOWN
Omni_Ambiental_PublicKitchen.wav,What sport is being played?,PINGPONG
Omni_Ambiental_PublicKitchen.wav,What sport is being played?,PINGPONG
Anchor Chain.wav,How quickly is the train moving ?,SLOWLY
Anchor Chain.wav,How quickly is the train moving ?,FAST
Anchor Chain.wav,How quickly is the train moving ?,SLOWLY
Anchor Chain.wav,What is the material made of?,IRON
Anchor Chain.wav,What is the material made of?,STEEL
Anchor Chain.wav,What is the material made of?,METAL
Birds and ducks -Delta del Llobregat.wav,How many kinds of animals make noises?,THREE
Birds and ducks -Delta del Llobregat.wav,How many kinds of animals make noises?,TWO
Birds and ducks -Delta del Llobregat.wav,How many kinds of animals make noises?,ONE
Birds and ducks -Delta del Llobregat.wav,What insect can be heard chirping?,CRICKET
Birds and ducks -Delta del Llobregat.wav,What insect can be heard chirping?,FLY
Birds and ducks -Delta del Llobregat.wav,What insect can be heard chirping?,CRICKET
Tallarol capnegre.wav,What type of insect is making this noise ?,CRICKET
Tallarol capnegre.wav,What type of insect is making this noise ?,CRICKET
Tallarol capnegre.wav,What type of insect is making this noise ?,LOCUST
Tallarol capnegre.wav,Who can be heard in the background?,WOMAN
Tallarol capnegre.wav,Who can be heard in the background?,CHIRPS
Tallarol capnegre.wav,Who can be heard in the background?,BIRD
Davis 1.wav,What are people doing in the distance?,WALKING
Davis 1.wav,What are people doing in the distance?,ARGUING
Davis 1.wav,What are people doing in the distance?,TALKING
Davis 1.wav,What kind of animal is in the area?,ELEPHANT
Davis 1.wav,What kind of animal is in the area?,FISH
Davis 1.wav,What kind of animal is in the area?,DOG
Bathtub_with_Foam.wav,What is going down the tank?,WATER
Bathtub_with_Foam.wav,What is going down the tank?,WATER
Bathtub_with_Foam.wav,What is going down the tank?,WATER
Bathtub_with_Foam.wav,What object is making this sound?,WATER
Bathtub_with_Foam.wav,What object is making this sound?,WATER
Bathtub_with_Foam.wav,What object is making this sound?,TOILET
Car Engine 1.wav,What is moving the thing with wheels?,ENGINE
Car Engine 1.wav,What is moving the thing with wheels?,SPEAKER
Car Engine 1.wav,What is moving the thing with wheels?,TRUCK
Car Engine 1.wav,What type of vehicle is making the loud noise?,CAR
Car Engine 1.wav,What type of vehicle is making the loud noise?,TRUCK
Car Engine 1.wav,What type of vehicle is making the loud noise?,TRUCK
Sink and Water.wav,How many times does it squeak?,ONE
Sink and Water.wav,How many times does it squeak?,TWO
Sink and Water.wav,How many times does it squeak?,ONE
Sink and Water.wav,What is the water doing?,RUNNING
Sink and Water.wav,What is the water doing?,FLOWING
Sink and Water.wav,What is the water doing?,RUNNING
RowanMagennis_160019_SD100_CrumplingTinFoil.wav,What is the item that is rustling like paper?,METAL
RowanMagennis_160019_SD100_CrumplingTinFoil.wav,What is the item that is rustling like paper?,METAL
RowanMagennis_160019_SD100_CrumplingTinFoil.wav,What is the item that is rustling like paper?,DRYER
RowanMagennis_160019_SD100_CrumplingTinFoil.wav,What is the person handling the aluminum foil doing?,CRINKLING
RowanMagennis_160019_SD100_CrumplingTinFoil.wav,What is the person handling the aluminum foil doing?,CRUSHING
RowanMagennis_160019_SD100_CrumplingTinFoil.wav,What is the person handling the aluminum foil doing?,HE
heavy old keys working on door lock.wav,How many times is a chipping sound made by the object?,8TIMES
heavy old keys working on door lock.wav,How many times is a chipping sound made by the object?,AIR
heavy old keys working on door lock.wav,How many times is a chipping sound made by the object?,FOURTEEN
heavy old keys working on door lock.wav,What item is the person moving back and forth?,RAKE
heavy old keys working on door lock.wav,What item is the person moving back and forth?,BOOKS
heavy old keys working on door lock.wav,What item is the person moving back and forth?,OBJECT
Rain hitting window.wav,How many different noises apart from the main one can be heard in the clip?,TWO
Rain hitting window.wav,How many different noises apart from the main one can be heard in the clip?,THREE
Rain hitting window.wav,How many different noises apart from the main one can be heard in the clip?,ZERO
Rain hitting window.wav,What microwaved food does the clustered nature this sound remind one of?,POPCORN
Rain hitting window.wav,What microwaved food does the clustered nature this sound remind one of?,POPCORN
Rain hitting window.wav,What microwaved food does the clustered nature this sound remind one of?,POPCORN
Rain on open window.wav,What is the rain falling on?,WOOD
Rain on open window.wav,What is the rain falling on?,ROOF
Rain on open window.wav,What is the rain falling on?,TARP
Rain on open window.wav,What is the weather like?,SUMMER
Rain on open window.wav,What is the weather like?,AIR
Rain on open window.wav,What is the weather like?,RAINY
Squeak Finger on Glass.wav,What is being washed?,DOG
Squeak Finger on Glass.wav,What is being washed?,WINDOW
Squeak Finger on Glass.wav,What is being washed?,WINDOW
Squeak Finger on Glass.wav,What is the thing that is being rubbed likely made out of?,INTERESTED
Squeak Finger on Glass.wav,What is the thing that is being rubbed likely made out of?,GLASS
Squeak Finger on Glass.wav,What is the thing that is being rubbed likely made out of?,RUBBER
Glass bag drops.wav,How many times does the glass shatter?,SIX
Glass bag drops.wav,How many times does the glass shatter?,SEVEN
Glass bag drops.wav,How many times does the glass shatter?,SIX
Glass bag drops.wav,What is the distance of the glass shattering?,CLOSE
Glass bag drops.wav,What is the distance of the glass shattering?,CLOSE
Glass bag drops.wav,What is the distance of the glass shattering?,CLOSE
cooking pasta.wav,What can be heard?,RAIN
cooking pasta.wav,What can be heard?,WATER
cooking pasta.wav,What can be heard?,RAINY
cooking pasta.wav,What is the liquid doing?,BUBBLING
cooking pasta.wav,What is the liquid doing?,WATER
cooking pasta.wav,What is the liquid doing?,BUBBLING
Ambulance Siren.wav,The shrill sound is being made by a what?,SIREN
Ambulance Siren.wav,The shrill sound is being made by a what?,SIREN
Ambulance Siren.wav,The shrill sound is being made by a what?,AMBULANCE
Ambulance Siren.wav,Which direction is the car going?,AWAY
Ambulance Siren.wav,Which direction is the car going?,AWAY
Ambulance Siren.wav,Which direction is the car going?,AMBULANCE
buzzing stinging.wav,What animal is buzzing?,INSECT
buzzing stinging.wav,What animal is buzzing?,BEE
buzzing stinging.wav,What animal is buzzing?,FLY
buzzing stinging.wav,What is the loudest sound in this recording?,BUZZING
buzzing stinging.wav,What is the loudest sound in this recording?,BUZZING
buzzing stinging.wav,What is the loudest sound in this recording?,BEE
City Bus.wav,How many people can be heard talking?,ONE
City Bus.wav,How many people can be heard talking?,ONE
City Bus.wav,How many people can be heard talking?,ONE
City Bus.wav,What kind of vehicle is blowing its horn in the distance?,TRUCK
City Bus.wav,What kind of vehicle is blowing its horn in the distance?,SHIP
City Bus.wav,What kind of vehicle is blowing its horn in the distance?,TRAIN
Pouring Into Glass.wav,How many drinks are poured?,MANY
Pouring Into Glass.wav,How many drinks are poured?,THREE
Pouring Into Glass.wav,How many drinks are poured?,THREE
Pouring Into Glass.wav,What is the water being poured into?,JAR
Pouring Into Glass.wav,What is the water being poured into?,TAP
Pouring Into Glass.wav,What is the water being poured into?,CUP
Rumpling_Paper_01.wav,What is the person doing with the papers?,CRINKLING
Rumpling_Paper_01.wav,What is the person doing with the papers?,FOLDING
Rumpling_Paper_01.wav,What is the person doing with the papers?,MOVING
Rumpling_Paper_01.wav,What is the person touching?,PAPER
Rumpling_Paper_01.wav,What is the person touching?,PAPER
Rumpling_Paper_01.wav,What is the person touching?,BUBBLEWRAP
kipgeluid.wav,how many chickens are there?,TWO
kipgeluid.wav,how many chickens are there?,TWO
kipgeluid.wav,how many chickens are there?,SIX
kipgeluid.wav,What are the chickens moving on ?,HAY
kipgeluid.wav,What are the chickens moving on ?,HAY
kipgeluid.wav,What are the chickens moving on ?,STRAW
Water Boiling in Small Pot_1-2.wav,What is the precipitation that produces the noise composed of?,RAIN
Water Boiling in Small Pot_1-2.wav,What is the precipitation that produces the noise composed of?,WATER
Water Boiling in Small Pot_1-2.wav,What is the precipitation that produces the noise composed of?,RAIN
Water Boiling in Small Pot_1-2.wav,What type of precipitation is it?,RAIN
Water Boiling in Small Pot_1-2.wav,What type of precipitation is it?,RAIN
Water Boiling in Small Pot_1-2.wav,What type of precipitation is it?,RAIN
affected_population.wav,What electrical device is giving out sound?,RADIO
affected_population.wav,What electrical device is giving out sound?,SPEAKER
affected_population.wav,What electrical device is giving out sound?,TELEVISION
affected_population.wav,Who's making noise?,RADIO
affected_population.wav,Who's making noise?,CROWD
affected_population.wav,Who's making noise?,AUDIENCE
Birds Chirping ME.A1.wav,What is the water doing?,RUNNING
Birds Chirping ME.A1.wav,What is the water doing?,FLOWING
Birds Chirping ME.A1.wav,What is the water doing?,RUNNING
Birds Chirping ME.A1.wav,where does water behave like this?,WATERFALL
Birds Chirping ME.A1.wav,where does water behave like this?,WATERFALL
Birds Chirping ME.A1.wav,where does water behave like this?,WATERFALL
Sheep BAAAH.wav,what animal makes the sound?,SHEEP
Sheep BAAAH.wav,what animal makes the sound?,SHEEP
Sheep BAAAH.wav,what animal makes the sound?,SHEEP
Sheep BAAAH.wav,What is the non living object creating sound?,SHEEP
Sheep BAAAH.wav,What is the non living object creating sound?,BELL
Sheep BAAAH.wav,What is the non living object creating sound?,WIND
Olive Oil.wav,"If this substance was frozen, what would it be called?",ICE
Olive Oil.wav,"If this substance was frozen, what would it be called?",ICE
Olive Oil.wav,"If this substance was frozen, what would it be called?",ICE
Olive Oil.wav,What is the liquid being held in?,JAR
Olive Oil.wav,What is the liquid being held in?,JAR
Olive Oil.wav,What is the liquid being held in?,WATER
Garden ambience.wav,What animal is chirping?,BIRD
Garden ambience.wav,What animal is chirping?,BIRD
Garden ambience.wav,What animal is chirping?,BIRD
Garden ambience.wav,What instrument is being played in the background?,DRUMS
Garden ambience.wav,What instrument is being played in the background?,DRUM
Garden ambience.wav,What instrument is being played in the background?,NONE
20100418.marshes.storm.01.wav,What is chirping?,BIRDS
20100418.marshes.storm.01.wav,What is chirping?,BIRDS
20100418.marshes.storm.01.wav,What is chirping?,BIRDS
20100418.marshes.storm.01.wav,What is crowing?,ROOSTER
20100418.marshes.storm.01.wav,What is crowing?,ROOSTER
20100418.marshes.storm.01.wav,What is crowing?,ROOSTER
wiping_wet_paper.wav,What is the object being used to clean?,BRUSH
wiping_wet_paper.wav,What is the object being used to clean?,BRUSH
wiping_wet_paper.wav,What is the object being used to clean?,BROOM
wiping_wet_paper.wav,What mammal is making this sound?,HUMAN
wiping_wet_paper.wav,What mammal is making this sound?,MAN
wiping_wet_paper.wav,What mammal is making this sound?,HUMAN
Birds&amp;Wind.wav,What is the source of this sound?,AIR
Birds&amp;Wind.wav,What is the source of this sound?,BIRDS
Birds&amp;Wind.wav,What is the source of this sound?,FOREST
Birds&amp;Wind.wav,What's coming from the tv?,STATIC
Birds&amp;Wind.wav,What's coming from the tv?,WHISPER
Birds&amp;Wind.wav,What's coming from the tv?,STATIC
FlushToilet.wav,How many times is the toilet flushed?,TWENTY
FlushToilet.wav,How many times is the toilet flushed?,ONCE
FlushToilet.wav,How many times is the toilet flushed?,ONE
FlushToilet.wav,What is being flushed?,TOILET
FlushToilet.wav,What is being flushed?,TOILET
FlushToilet.wav,What is being flushed?,TOILET
Lassen.wav,What is making the noise?,RAINY
Lassen.wav,What is making the noise?,WELDING
Lassen.wav,What is making the noise?,DOOR
Lassen.wav,What loud noise can be heard in the background?,FLY
Lassen.wav,What loud noise can be heard in the background?,STATIC
Lassen.wav,What loud noise can be heard in the background?,STATIC
WinterWren1.wav,How many words does the man speak?,TWO
WinterWren1.wav,How many words does the man speak?,TWO
WinterWren1.wav,How many words does the man speak?,TWO
WinterWren1.wav,What animal is making noise?,BIRD
WinterWren1.wav,What animal is making noise?,BIRD
WinterWren1.wav,What animal is making noise?,BIRD
Ronda - The Old Shrine - La antigua Ermita.wav,what are the birds doing?,COMPLETION
Ronda - The Old Shrine - La antigua Ermita.wav,what are the birds doing?,SOUNDS
Ronda - The Old Shrine - La antigua Ermita.wav,what are the birds doing?,CHIRPING
Ronda - The Old Shrine - La antigua Ermita.wav,What is the purpose for the noises the birds are making?,MEETING
Ronda - The Old Shrine - La antigua Ermita.wav,What is the purpose for the noises the birds are making?,MEETING
Ronda - The Old Shrine - La antigua Ermita.wav,What is the purpose for the noises the birds are making?,USEFUL
container port 01.wav,How many bangs are there?,ONE
container port 01.wav,How many bangs are there?,ONE
container port 01.wav,How many bangs are there?,ONE
container port 01.wav,What human activity is being done in this clip?,SHOOTING
container port 01.wav,What human activity is being done in this clip?,WORKING
container port 01.wav,What human activity is being done in this clip?,WORKING
PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,what is the car doing?,DRIVING
PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,what is the car doing?,DRIVING
PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,what is the car doing?,ACCELERATING
PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,What sounds like its running?,ENGINE
