file_name,QuestionText,answer
"Birds Chirping ME.A1.wav","What is the water doing?",RUNNING
"Birds Chirping ME.A1.wav","where does water behave like this?",WATERFALL
"Sheep BAAAH.wav","what animal makes the sound?",SHEEP
"Olive Oil.wav","If this substance was frozen, what would it be called?",ICE
"Olive Oil.wav","What is the liquid being held in?",JAR
"Garden ambience.wav","What animal is chirping?",BIRD
"20100418.marshes.storm.01.wav","What is chirping?",BIRDS
"20100418.marshes.storm.01.wav","What is crowing?",ROOSTER
"wiping_wet_paper.wav","What is the object being used to clean?",BRUSH
"wiping_wet_paper.wav","What mammal is making this sound?",HUMAN
"Birds&amp;Wind.wav","What's coming from the tv?",STATIC
"FlushToilet.wav","What is being flushed?",TOILET
"Lassen.wav","What loud noise can be heard in the background?",STATIC
"WinterWren1.wav","How many words does the man speak?",TWO
"WinterWren1.wav","What animal is making noise?",BIRD
"Ronda - The Old Shrine - La antigua Ermita.wav","What is the purpose for the noises the birds are making?",MEETING
"container port 01.wav","How many bangs are there?",ONE
"container port 01.wav","What human activity is being done in this clip?",WORKING
"PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav","what is the car doing?",DRIVING
"PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav","What sounds like its running?",ENGINE
"two noise generators 02.wav","what does the electronic device keep doing?",CRINKLING
"two noise generators 02.wav","What kind of noise is the electronic making?",STATIC
"rollingthunder01.wav","What is the deep bass sound called?",THUNDER
"rollingthunder01.wav","What is the sound of the rumbling coming from?",THUNDER
"water puddle.wav","What is the pacing of the sound?",FAST
"Pig - Multiple Snorts 6 (2 pigs) - 96kHz.wav","What animal is making this noise?",PIG
"Pig - Multiple Snorts 6 (2 pigs) - 96kHz.wav","What sound can be heard?",PIG
"tiny raindrops under an umbrella.wav","What is being used as fuel for the fire?",WOOD
"Traffic on a Busy Street.wav","What type of vehicle is making the double tapping noise?",CAR
"Vartiosaari_woodland.wav","What animal is making this noise ?",BIRD
"Vartiosaari_woodland.wav","What do these creatures lay?",EGGS
"20091212.motorcycle.wav","What kind of animal can be heard?",BIRD
"Faucet Running.wav","How many times is there a dull thud?",ZERO
"uguisbari.wav","What type of flooring is the person walking on?",TILE
"CuttingOnion.wav","What is the person keep doing?",CHOPPING
"CuttingOnion.wav","What item is the person using?",KNIFE
"button_drop.wav","How many times is the object dropped?",SIX
"button_drop.wav","What is the person doing to the objects making the noise?",THROWING
"gasp after a run.wav","What is the person doing?",BREATHING
"thunder04.wav","What kind of storm is being heard?",THUNDERSTORM
"Gurgling.wav","What is being poured?",WATER
"LoneCricketInFallBasement.wav","What creature is chirping?",CRICKET
"granularm.wav","What does this sound do at the end of the clip?",FADES
"granularm.wav","When is the sound the lowest?",END
"Crinklng and opening packet of potato chips.wav","How many times does the putty fart?",ONE
"Crinklng and opening packet of potato chips.wav","What is being crinkled up?",PLASTIC
"Noisy Max 5.wav","What was turning over within the device?",ENGINE
"salle.spectacle.remplie.wav","How many people are talking?",MANY
"salle.spectacle.remplie.wav","What are the people doing?",TALKING
"Shipwreck underwater 01.wav","What instrument does it sound like?",DRUM
"Shipwreck underwater 01.wav","What other instrument could have been played in the audio?",DRUM
"Glass Bottles rattle and chink.wav","How many people are moving things?",ONE
"Glass Bottles rattle and chink.wav","In what room would these items likely be found?",KITCHEN
"fdv_machine_a_ecrire.wav","how many dings are heard?",TWO
"fdv_machine_a_ecrire.wav","what kind of machine is used?",TYPEWRITER
"Budolfi Cathedral, Aalborg, DK, 1900hrs.wav","What is the gender of the person talking?",MALE
"Budolfi Cathedral, Aalborg, DK, 1900hrs.wav","Where are the bells located?",HIGH
"steps through the forest - birds sing.wav","How many steps can be heard?",THIRTY
"WASHING,machine.wav","how often does the machine in the background make noise?",TWO
"Show Opener - LiftOff.wav","How many voices are heard?",FIVE
"Show Opener - LiftOff.wav","What gender are the voices?",MALE
"easter morning birdsong.wav","what animal is that?",BIRD
"easter morning birdsong.wav","What are the birds doing?",SINGING
"37_night_kasanga.wav","What is crashing on the shore?",WAVES
"37_night_kasanga.wav","What is moving?",WAVES
"train boat.wav","What is running?",TRAIN
"Gulls in Park next to Barce.wav","how often do the birds make noises?",ALWAYS
"Gulls in Park next to Barce.wav","What animal is making noise?",BIRD
"VULCANIZED_SOLE_FOOTSTEPS_MANOLIOM.wav","What can be heard thumping across the floor?",STEPS
"VULCANIZED_SOLE_FOOTSTEPS_MANOLIOM.wav","What is the person wearing on their feet?",SHOES
"India Divali Celebration Night (Fireworks, Voices, Traffic).wav","Which gender of human is clearly heard speaking?",FEMALE
"moucho-I.wav","What kind of animal is there?",BIRD
"Vocoded death threat.wav","How many times does the sound occur?",TWO
"Whistling antarctic blizzard.wav","What is the object made of?",METAL
"lackey070329_11_52_am_jackhammer.wav","how many times does the tool turn off and on again?",FOUR
"lackey070329_11_52_am_jackhammer.wav","What is the name of the tool being operated?",JACKHAMMER
"Strong Wind through leaves.wav","How many times does the sound get louder?",THREE
"Horny cats - and people at late night in a back alley.wav","What is making the 'howling' sound?",DOG
"Horny cats - and people at late night in a back alley.wav","What is making the chirping sound?",BIRD
"door-knock-open-close-wooden_close.wav","Whats being done here?",KNOCKING
"Count down and drive away car rally gravel.wav","What is making the loudest noise?",CAR
"Count down and drive away car rally gravel.wav","what number do they start counting at?",FIVE
"water plops.wav","What is dripping?",WATER
"metal door creaking loud2 (borQue).wav","How many separate creaking noises are made?",FOUR
"metal door creaking loud2 (borQue).wav","What is being opened?",DOOR
"Shaking Gate.wav","What is the state of matter of the source of the noise?",HARD
"RhythmicSC.wav","Who performs the actions?",PERSON
"birds-Udaipur-Saheliyon-Ki-Bari.wav","What type of animal can be heard?",BIRDS
"Ubud Crickets.wav","What is chirping?",CRICKETS
"walking down hall MIT mike closer to feet.wav","What is happening?",WALKING
"walking down hall MIT mike closer to feet.wav","What is the person walking up?",STAIRS
"latenighttraffic.wav","How many different cars are driving past?",FIVE
"trumpet.wav","What are the people doing as the music plays?",TALKING
"trumpet.wav","What instrument is being played?",TRUMPET
"Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav","How many times does the audio crack?",ZERO
"Family Reunion Side B Original.wav","On what kind of device would this be heard?",RADIO
"Family Reunion Side B Original.wav","What instrument is being played?",PIANO
"Shopping Mall, ambience.wav","What are people in the background doing?",TALKING
"Rain and Thunder.wav","What is making the rumbling sound?",THUNDER
"Rain and Thunder.wav","what is the rain doing?",FALLING
"gas cooker.wav","What is most likely being emitted?",FIRE
"20061205.washing.machine.filling.wav","what is moving?",WATER
"20061205.washing.machine.filling.wav","What is the water doing?",RUNNING
"FISCHER_ZOE-2016_2017_forest-walk.wav","What human sound does the person make with their mouth?",WHISTLING
"FISCHER_ZOE-2016_2017_forest-walk.wav","What kind of noise is the person making?",WHISTLING
"INT Bedroom tone 4 with bird.wav","What is chirping?",BIRDS
"INT Bedroom tone 4 with bird.wav","What is tweeting?",BIRD
"Rain Loop with Low-Cut Filter.wav","What kind of weather element is occuring?",RAIN
"Rain Loop with Low-Cut Filter.wav","What naturally occurring phenomenon in the air is the water falling from?",RAIN
"SFX- Lavadora Vieja - Hector Bakero.wav","What liquid is involved in the making of this sound?",WATER
"Dawn_chorus_5AM.wav","What animal is being heard?",BIRD
"Dawn_chorus_5AM.wav","What kind of animal is making the high pitched noises?",BIRD
"dripping taps.wav","What does the man do?",COUGH
"Scribble_long_strokes.wav","What type of material surface is being polished ?",WOOD
"Julian&#39;s Door - open and close, hinge only.wav","how many times does the squeak sound occur?",FIVE
"Julian&#39;s Door - open and close, hinge only.wav","What should be applied to eliminate this sound?",OIL
"BOILING WATER COOKING.wav","What is the weather like?",RAINY
"Pencil 1.wav","How many times can the sound of something dropping and hitting a hard surface be heard?",FOUR
"wind-up.wav","What produces the movements of the parts of the toy?",PULLING
"wind-up.wav","What type of sound was made while winding-up the toy?",PULLING
"Footsteps_Sneakers_Wet Sidewalk-01.R.wav","How many steps can be heard?",THIRTY
"Footsteps_Sneakers_Wet Sidewalk-01.R.wav","What is happening here?",WALKING
"cannons from Kronborg castle.wav","The booming sound is coming from a weapon doing what?",SHOOTING
"footsteps 3.wav","What is the person knocking on?",DOOR
"footsteps 3.wav","What is this sound?",KNOCKING
"august_rain-007.wav","What was the weather like when this recording was taken?",STORMY
"Metal_Workshop_2.wav","how many times do things collide with other things?",TWO
"RainGutter.wav","What are the people doing?",WALKING
"OCELLS MIRADOR .wav","From what part of their face does the person breath out after sniffing?",MOUTH
"OCELLS MIRADOR .wav","What is the person doing?",SNIFFING
"MISC_Police_Siren_Int_Onboard_003.wav","what is turned on?",SIREN
"MISC_Police_Siren_Int_Onboard_003.wav","What was shut in the end?",DOOR
"Thorndale train stop underneath.wav","What vehicle is making the noise on the tracks?",TRAIN
"2 crickets chirping during a summer evening in the city (with traffic noise).wav","Where at is this?",OUTSIDE
"trenecito_maqueta.wav","How many people are heard in conversation?",TWO
"trenecito_maqueta.wav","who does the man speak to?",CHILD
"DIDGERIDOO 05.wav","what type of music can used that instrumental?",ELECTRONIC
"Coyote -crickets &amp; dogs in a pine forest mid night .wav","How many different species are making noises ?",TWO
"traffic_light_night.wav","What type of clock is making this ticking noise ?",WATCH
"kricket 1.wav","How many vehicles are heard passing by?",ONE
"kricket 1.wav","What insect is making a sound?",CRICKET
"walking slowly on wooden floor 1.wav","What is being walked on?",WOOD
"walking slowly on wooden floor 1.wav","what is the creaking coming from?",DOOR
"alien glass birds.wav","What is the pitch level of this sound?",HIGH
"Oven 01.wav","What small thing is manually flipped at the beginning?",KEY
"chemical_wood.wav","How many times does the noise stop and start?",FOUR
"Footsteps outside - Including ambience.wav","What is the main character in the recording doing?",WALKING
"Maas 03 100215.wav","In what state is the matter that produces the sound?",LIQUID
"Maas 03 100215.wav","What is flowing?",WATER
"Long Fuzz.wav","How many pauses are there between the 'breathing'?",THREE
"Spanish pinball machine in bar.wav","What can be heard behind the people?",DOOR
"20091225.rain.01.wav","How many water fountains are there ?",ONE
"market3.wav","What are the people doing?",TALKING
"market3.wav","what gender of person speaks closest to the mic?",MALE
"nxSample018.wav","What flashes and creates this sound?",LIGHTENING
"CountrySideSummerEvening.wav","How many dogs are barking?",TWO
"CountrySideSummerEvening.wav","What animal is singing in the distance?",BIRD
"2009-07-17_1047_Mercado Bolhao between butcher&#39;s and beans.wav","What is everyone doing?",TALKING
"2009-07-17_1047_Mercado Bolhao between butcher&#39;s and beans.wav","What is making the high pitched noise in the background?",TRAIN
"Wind moderate strong JPN.wav","How many fighter jets are flying ?",ONE
"Wind moderate strong JPN.wav","The movement of what is causing this noise?",WIND
"shufflingdirt.L.wav","What is making the background noise?",LEAVES
"shufflingdirt.L.wav","What's someone walking through?",LEAVES
"Alexanderplatz talking shouting people.wav","How many times does the man yell?",ONE
"walking-gravel.wav","What is being walked upon?",SNOW
"walking-gravel.wav","What is the type of rock that makes that sound?",GRAVEL
"lets_go_to_see_it.wav","How many cars drive by?",ONE
"arriving_montpellier_by_train.wav","How many different voices can be heard?",FOUR
"arriving_montpellier_by_train.wav","How many times can a female voice be heard?",FOUR
"0804_094043 metal grinding or drilling 30secs.wav","How fast does the tool work?",FAST
"bangalore_zug_steht.wav","What can be constantly heard in the clip?",ENGINE
"Whelen Yelp.wav","What does the sound mean?",EMERGENCY
"Dutch air raid 140804_0338.wav","What type of sound is this?",SIREN
"080101-042_pasa el tren.wav","How many people are talking?",TWO
"080101-042_pasa el tren.wav","What can be heard in the background at the end of the recording, other than voices?",BELL
"BirdCallBackyard2016Long.wav","How many loud birds are there?",TWO
"releasing_water_into_sink_and_draining.wav","What is coming from the facet?",WATER
"releasing_water_into_sink_and_draining.wav","What is going down the drain?",WATER
"Grinder.wav","How many times does the alarm clock go off?",FIVE
"Grinder.wav","What does the alarm keep doing?",RINGING
"birds_serres_Auteuil.wav","What are the birds doing?",CHIRPING
"Slowly Walking Downhill on Dry Leaves.wav","How fast is the person moving?",SLOW
"Slowly Walking Downhill on Dry Leaves.wav","What is the cause of the rustling sound?",LEAVES
"Fast typing on a mechanical keyboard.wav","What is the person doing?",TYPING
"ShowerAndSoap.wav","What is happening?",SHOWER
"Hamamatsu-birds-central-station.wav","What animal is this?",BIRD
"Gazpoile_long.wav","How many times is an object being jostled?",ONCE
"Gazpoile_long.wav","What vehicle can be heard?",TRAIN
"Humming of a fan.wav","What speed is the machine going at?",FAST
"Le Verdon fountain.wav","What is making the rushing noise?",WATER
"Suburban Ambience_1-2.wav","What animal can be heard?",BIRD
"FranklinStoveDoorGroansandHits_RX.wav","What type of material is making the noise?",METAL
"walking up a wooded hill.wav","How many footsteps are there?",THIRTY
"walking up a wooded hill.wav","What is this activity known as?",WALKING
"High pitched drilling.wav","What tool is being used?",DRILL
"SYnth_NoisesAX9.wav","What type of device does this sound like?",SYNTHESIZER
"Plane flying above.wav","What animal is making noise?",BIRDS
"rain_driveway_tunnel_drip_02.wav","What is running at the end of the sound?",WATER
"rain_driveway_tunnel_drip_02.wav","What is the man filming?",WATER
"20060426.marsh.crikets.day.stereo.02.wav","How many different kinds of birds sing?",TWO
"Flat door action.wav","What is being opened and closed?",DOOR
"polyester and knife .wav","What vessel for liquid is commonly made from this material?",BOTTLE
"KOOKABURRA..WAV.wav","What animal is heard at the beginning?",BIRD
"120720loudestthunder.wav","What sound can be heard?",THUNDER
"20161126_rain.74.wav","What is the water doing?",FLOWING
"Thick liquid bubble 2.wav","What does it sound like?",RAIN
"bird.wav","What is squeaking in the background?",BIRD
"09-07-16_1757_Afurada, next to the water in the habour.wav","What is making the splashing noise?",WATER
"a walk throught the woods 75bom.wav","What genre of music is this?",POP
"Backyard Gate.wav","what do they gates do after they open?",CLOSE
"Hospital corridor.wav","What gender is the last voice heard?",FEMALE
"India Streets Bangalore City (Tuktuk Ride).wav","Where is the woman stuck at the moment?",TRAFFIC
"Rolling Wind - looping.wav","How many times did a vehicle pass by in the tunnel ?",THREE
"Rolling Wind - looping.wav","What is making the noise?",WIND
"Brushing teeth at a medium pace.wav","In what room is the task taking place?",BATHROOM
"Brushing teeth at a medium pace.wav","What kind of brush is the person using?",TEETH
"barrelhits.wav","What is the objects composition that shakes and rattles at the beginning?",METAL
"Seawall.wav","What are the dishes being dunked into?",WATER
"greece_naxos_white_noise_3.wav","How many dogs are barking?",TWO
"greece_naxos_white_noise_3.wav","What type of animal is making noise?",DOG
"sultanahmet square.wav","What instrument is playing?",FLUTE
"Rummaging through Items.wav","What is that sound?",HORSE
"Rummaging through Items.wav","What is the person walking on?",GRAVEL
"Signal of the police car.wav","How many times is the noise repeated in the clip?",EIGHT
"Signal of the police car.wav","What is making that noise?",SIREN
"Prep Rally.wav","How many songs can be heard playing?",ONE
"Prep Rally.wav","Where is the music coming from?",BAND
"ww big windchimes  fs  1 4 2011.wav","What outdoor item is chiming?",BELL
"20130406_tourists.06.wav","Which gender of person or people is talking most often?",FEMALE
"Tools Ratchet.wav","What tool is being used?",RATCHET
"Week Two Task.wav","How many people are chattering?",TWO
"Rome Inside The Metro.wav","What kind of transport are they using?",TRAIN
"back yard ambience loop 11-06-14.wav","What animal can be heard calling out?",BIRD
"back yard ambience loop 11-06-14.wav","What kind of vehicle is making sounds?",TRUCK
"around the yellow Ferrari pt. 1.wav","How many different cars are on the road?",SIX
"around the yellow Ferrari pt. 1.wav","What is the motor coming from?",CAR
"Marcher_feuilles.wav","How many hand saw cutting strokes does this person make to cut the wood ?",NONE
"Marcher_feuilles.wav","what is being crackled?",LEAVES
"Fountain_1.wav","In what state of matter is the material being heard?",LIQUID
"Fountain_1.wav","what is falling?",WATER
"Cityscape 02 090617.wav","What term is the person operating this wheeled machine called?",PILOT
"outdoors forest footsteps running jogging rustle.wav","What is the person doing?",WALKING
"dull metal.wav","How many taps are heard?",FORTY
"Rain on awning, canopy.wav","What do people like to carry with them on a day like this?",UMBRELLA
"Rain on awning, canopy.wav","What is falling from the sky?",RAIN
"Calm Mediterranean Sea.wav","In which state of matter is the component in?",LIQUID
"Calm Mediterranean Sea.wav","What is the person walking in?",WATER
"birds_long.wav","What animals are making a noise?",BIRDS
"20060810.peters.clock.02.wav","What is the main object heard?",DRUM
"Class 66 At Aliwal Lane Crossing Whittlesea.wav","How many vehicles are there?",ONE
"Class 66 At Aliwal Lane Crossing Whittlesea.wav","What can be heard traveling over tracks?",TRAIN
"Ambience birds.wav","How many legs do these animals have?",TWO
"Marratxi_Melding_1e trein van spoor 2_is met bestemming_Palmamelding, dat trein op alle tussengelegen stations zal stoppen_100311.wav","The person's voice is coming over what?",LOUDSPEAKER
"Marratxi_Melding_1e trein van spoor 2_is met bestemming_Palmamelding, dat trein op alle tussengelegen stations zal stoppen_100311.wav","Why is the person talking?",ANNOUNCEMENT
"foret.au.matin.wav","What kind of animal was making vocalizations?",BIRD
"SuburbRain_Indoor.wav","What is making the drizzling sound?",RAIN
"siren.wav","What noise can be heard from a car?",SIREN
"siren.wav","What should a driver do when they hear this sound behind them?",PULLOVER
"je_creakydoor.wav","How many times does the door open?",THREE
"je_creakydoor.wav","How many times is the car trunk being slammed sut ?",THREE
"Footsteps - concrete - OD - B.wav","If this activity is done much more quickly, what is it known as?",RUNNING
"water_splash_10shots.wav","What is the water doing?",DRIPPING
"water_splash_10shots.wav","What kind of material makes the noise?",WATER
"20080504.birdsong.wav","What is chirping in the background?",BIRDS
"20080504.birdsong.wav","Where are these people located?",FOREST
"R09_0013 man singing outside mdo bolhao.wav","How many instruments accompany the singer?",ONE
"120127_0000 train-interior-conversations.wav","What is the volume of the speakers?",LOW
"120127_0000 train-interior-conversations.wav","Who is talking?",PEOPLE
"Canarian_Bird_In_Cage_Singing_1.wav","How many different types of chirping are heard?",THREE
"Canarian_Bird_In_Cage_Singing_1.wav","What is the bird doing?",CHIRPING
"Cat purring quietly.wav","how many times does the cat make a purring sound?",THREE
"Cat purring quietly.wav","Which part of the hand is strumming on the surface top?",FINGERS
"Montage Maschiene 03.wav","How many copies did the copy machine print?",ELEVEN
"Remote highway atmosphere.wav","What animal is making noise?",BIRD
"Remote highway atmosphere.wav","What can be heard in the background constantly?",CHIRPING
"wind_in_long_reeds_24_96_mono.wav","What is the weather like?",RAINY
"Hwy84Westbound2A.wav","How many vehicles are heard passing through the tunnel ?",SEVEN
"20100802.sawing.wav","What is being cut?",WOOD
"20100802.sawing.wav","What is the name of the tool being used?",SAW
"Living Room Room Tone.wav","If someone interacted with this substance, how would they end up?",WET
"Clock.Windup.Bell.Antique.wav","How many times is something wound up?",TWO
"TrashCompactor.wav","How many times does the machine open the steam cap to let out steam ?",ONE
"TrashCompactor.wav","What kind of sound interrupts the buzzing sound around the middle?",BANG
"Scottish Beach near Dunbar.wav","What is crashing against the sand?",WAVES
"Footsteps Dirt 01.wav","What is this person walking on?",GRAVEL
"Footsteps Dirt 01.wav","When the sound speeds up, what is the person doing?",RUNNING
"rain_near_city_far.wav","What else is heard with the rain?",TRAFFIC
"rain_near_city_far.wav","What is falling from the sky?",RAIN
"Small Creek.wav","What is the liquid that is being heard?",WATER
"Small Creek.wav","Where is the liquid landing?",WATER
"Thunder_birds_rain.wav","How is the weather?",RAINY
"Thunder_birds_rain.wav","What wheeled vehicle is heard at the end of the clip?",TRUCK
"down stairs running 1.wav","What body part is making most of the sounds?",FEET
"INT Bedroom tone 1.wav","How many times does a horn blow?",ZERO
"Coffee Machine Trickling.wav","What appliance makes this sound?",REFRIGERATOR
"Coffee Machine Trickling.wav","What element is flowing into the container?",WATER
"30 seconds after (Mike Marsh).wav","how many beeps are heard?",THREE
"30 seconds after (Mike Marsh).wav","Who gasps before the police sirens?",WOMAN
"White River birds 2.wav","What covers the body of the animal making these sounds?",FEATHERS
"waves beach medium1 close.wav","At what sandy place is this commonly heard?",BEACH
"VNP_thurston_02.wav","How many showers or faucets are on?",ONE
"VNP_thurston_02.wav","What animal is chirping?",BIRD
"Centurion Suburb Night.wav","What can be heard pouring down?",RAIN
"granny glissando.wav","How many aircrafts did take off ?",ONE
"Rain falling sound.wav","what is falling from sky?",RAIN
"Rain falling sound.wav","Where is this sound located?",OUTSIDE
"Door.wav","How many thumps can be heard?",TWO
"Door.wav","What is the object?",DOOR
"Backhoe.wav","How many vehicles are being operated?",ONE
"Backhoe.wav","What material is being cut ?",WOOD
"Light Rain Home2.wav","What is dripping?",WATER
"grifo goteando.wav","How many voices are heard at the end of the sample?",ONE
"ResidentialFallNight_crickets.wav","How many types of bugs are making noise?",TWO
"Tree Rustle 4.wav","What animal is chirping in the background?",BIRD
"Tree Rustle 4.wav","What kind of precipitation can be heard?",RAIN
"Radio Fuzz for Old Radio Broadcast FF233.wav","What kind of constant noise is coming from the radio?",STATIC
"Radio Fuzz for Old Radio Broadcast FF233.wav","What sound is the radio making?",STATIC
"PageFlip5.wav","What type of object is being handled?",BOOK
"wood_saw_01.wav","how many people can be heard talking?",NONE
"wood_saw_01.wav","What tool is someone using?",SANDER
"dishes rattle.wav","how many times is there shaking?",FIVE
"Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_distant_chainsaw_01.wav","What speed is the vehicle moving?",FAST
"Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_distant_chainsaw_01.wav","What type of animal was making sounds?",BIRD
"Natural Ambience 01.wav","What is making the chirping noise outside?",BIRDS
"Natural Ambience 01.wav","Where are the birds?",TREES
"water_flows_through_crack_in_rocks.wav","What element is being recorded?",WATER
"Dog Barking .wav","How many times does the dog bark?",SIXTEEN
"old tractor passing Hatz.wav","What animal could be running at the end?",COW
"old tractor passing Hatz.wav","what is the car doing at the end?",DRIVING
"Water drops.wav","What direction is the water coming from?",UP
"Water drops.wav","What is the water doing?",DRIPPING
"Wind in a field recorded close to the ground in New Mexico, USA.wav","What is the sound that swishes?",WIND
"Wind in a field recorded close to the ground in New Mexico, USA.wav","what is the wind doing?",BLOWING
"STE-014-lisbonfountain01.wav","In what direction is the water moving?",DOWN
"STE-014-lisbonfountain01.wav","What is being run?",WATER
"OsFnHhVsDoors.wav","What is being opened and closed repetitively?",DOOR
"Ambience Urban park fountain early evening.wav","What gender is the person speaking?",FEMALE
"Ambience Urban park fountain early evening.wav","What is the person doing?",TALKING
"CONSTRUCTION SAW.wav","How is this machine powered?",ELECTRICITY
"CONSTRUCTION SAW.wav","Wat material is being cut?",WOOD
"hort.wav","How many different voices are there?",ONE
"Les_Feuilles_Mortes141020.wav","what is the background noise doing?",RAIN
"Heavy Rain in the suburbs.wav","What is the booming sound near the end of the clip?",THUNDER
"Rope tied to boat in port.wav","What is the man opening?",DOOR
"Rope tied to boat in port.wav","What is the person doing with the door?",OPENING
"Sea sound-3.wav","What kind of water is causing the noise?",WAVES
"Sea sound-3.wav","where are the waves coming from?",OCEAN
"shaking and opening a water bottle.wav","How is the weather here?",RAINING
"robin_3.wav","What are the birds doing?",CHIRPING
"robin_3.wav","What is making the chirping noise?",BIRDS
"Relaxing stream underwater SHORT 141015_0442.wav","What is there a steady flow of?",WATER
