file_name,QuestionText,answer
Walking in Circles around fountain.wav,Was the recording made outside?,YES
20070819.fjord.beach.00.wav,Are there several hawks around?,YES
20070819.fjord.beach.00.wav,Are there several hawks around?,NO
20070819.fjord.beach.00.wav,Are there several hawks around?,NO
20070819.fjord.beach.00.wav,Does this sound involve motion?,YES
20070819.fjord.beach.00.wav,Does this sound involve motion?,YES
20070819.fjord.beach.00.wav,Does this sound involve motion?,YES
20070819.fjord.beach.00.wav,Does this sound occur indoors?,NO
20070819.fjord.beach.00.wav,Does this sound occur indoors?,NO
20070819.fjord.beach.00.wav,Does this sound occur indoors?,NO
20070819.fjord.beach.00.wav,Is it raining?,YES
20070819.fjord.beach.00.wav,Is it raining?,YES
20070819.fjord.beach.00.wav,Is it raining?,NO
west ham bubbles.wav,Is more than one person talking?,YES
west ham bubbles.wav,Is more than one person talking?,YES
west ham bubbles.wav,Is more than one person talking?,YES
west ham bubbles.wav,Is music accompanying the song?,NO
west ham bubbles.wav,Is music accompanying the song?,NO
west ham bubbles.wav,Is music accompanying the song?,NO
west ham bubbles.wav,Is one person home alone?,NO
west ham bubbles.wav,Is one person home alone?,NO
west ham bubbles.wav,Is one person home alone?,YES
west ham bubbles.wav,Is this a well-attended event?,YES
west ham bubbles.wav,Is this a well-attended event?,YES
west ham bubbles.wav,Is this a well-attended event?,YES
sants_train.wav,Are there people talking?,NO
sants_train.wav,Are there people talking?,YES
sants_train.wav,Are there people talking?,YES
sants_train.wav,Is the noise consistent?,YES
sants_train.wav,Is the noise consistent?,YES
sants_train.wav,Is the noise consistent?,YES
sants_train.wav,Is the sound melodic?,YES
sants_train.wav,Is the sound melodic?,NO
sants_train.wav,Is the sound melodic?,NO
sants_train.wav,Is there a muffled sound?,YES
sants_train.wav,Is there a muffled sound?,YES
sants_train.wav,Is there a muffled sound?,YES
Rainstorm.wav,Can seagulls be heard?,YES
Rainstorm.wav,Can seagulls be heard?,YES
Rainstorm.wav,Can seagulls be heard?,YES
Rainstorm.wav,Is the audio device being moved?,YES
Rainstorm.wav,Is the audio device being moved?,YES
Rainstorm.wav,Is the audio device being moved?,YES
Rainstorm.wav,Is this a sound typically made by animal vocalization?,NO
Rainstorm.wav,Is this a sound typically made by animal vocalization?,NO
Rainstorm.wav,Is this a sound typically made by animal vocalization?,NO
Rainstorm.wav,Is this something that can usually be heard in the desert?,NO
Rainstorm.wav,Is this something that can usually be heard in the desert?,NO
Rainstorm.wav,Is this something that can usually be heard in the desert?,YES
31 hn_door4.wav,Are the sounds consistent and all coming from the same source?,YES
31 hn_door4.wav,Are the sounds consistent and all coming from the same source?,NO
31 hn_door4.wav,Are the sounds consistent and all coming from the same source?,NO
31 hn_door4.wav,Can bouncing be heard?,NO
31 hn_door4.wav,Can bouncing be heard?,NO
31 hn_door4.wav,Can bouncing be heard?,YES
31 hn_door4.wav,Is someone knocking on a door?,NO
31 hn_door4.wav,Is someone knocking on a door?,NO
31 hn_door4.wav,Is someone knocking on a door?,YES
31 hn_door4.wav,Is someone opening and closing a door?,YES
31 hn_door4.wav,Is someone opening and closing a door?,YES
31 hn_door4.wav,Is someone opening and closing a door?,YES
jf Ingenioius Experiment.wav,Are there lots of little pieces?,YES
jf Ingenioius Experiment.wav,Are there lots of little pieces?,YES
jf Ingenioius Experiment.wav,Are there lots of little pieces?,YES
jf Ingenioius Experiment.wav,Is someone making a mess?,NO
jf Ingenioius Experiment.wav,Is someone making a mess?,YES
jf Ingenioius Experiment.wav,Is someone making a mess?,NO
jf Ingenioius Experiment.wav,Is someone sweeping?,YES
jf Ingenioius Experiment.wav,Is someone sweeping?,YES
jf Ingenioius Experiment.wav,Is someone sweeping?,YES
jf Ingenioius Experiment.wav,Is someone yelling?,NO
jf Ingenioius Experiment.wav,Is someone yelling?,YES
jf Ingenioius Experiment.wav,Is someone yelling?,YES
SamyeLing_Drain121102.wav,Are people talking?,NO
SamyeLing_Drain121102.wav,Are people talking?,NO
SamyeLing_Drain121102.wav,Are people talking?,NO
SamyeLing_Drain121102.wav,Can liquid dripping be heard?,YES
SamyeLing_Drain121102.wav,Can liquid dripping be heard?,YES
SamyeLing_Drain121102.wav,Can liquid dripping be heard?,YES
SamyeLing_Drain121102.wav,Can thunder be heard?,NO
SamyeLing_Drain121102.wav,Can thunder be heard?,NO
SamyeLing_Drain121102.wav,Can thunder be heard?,NO
SamyeLing_Drain121102.wav,Is there any liquid around?,YES
SamyeLing_Drain121102.wav,Is there any liquid around?,YES
SamyeLing_Drain121102.wav,Is there any liquid around?,YES
DC Metro - Interior 1.wav,Can a pig be heard in the background?,NO
DC Metro - Interior 1.wav,Can a pig be heard in the background?,YES
DC Metro - Interior 1.wav,Can a pig be heard in the background?,YES
DC Metro - Interior 1.wav,Is that a crowd?,NO
DC Metro - Interior 1.wav,Is that a crowd?,YES
DC Metro - Interior 1.wav,Is that a crowd?,YES
DC Metro - Interior 1.wav,Is the object making noise moving quickly?,YES
DC Metro - Interior 1.wav,Is the object making noise moving quickly?,YES
DC Metro - Interior 1.wav,Is the object making noise moving quickly?,YES
DC Metro - Interior 1.wav,Is this in nature?,NO
DC Metro - Interior 1.wav,Is this in nature?,YES
DC Metro - Interior 1.wav,Is this in nature?,NO
Geese1 - (Apollonia&#39;s sPA) 18.44 05.10.wav,Are people talking?,NO
Geese1 - (Apollonia&#39;s sPA) 18.44 05.10.wav,Are people talking?,NO
Geese1 - (Apollonia&#39;s sPA) 18.44 05.10.wav,Are people talking?,NO
Geese1 - (Apollonia&#39;s sPA) 18.44 05.10.wav,Are there more than one animal?,YES
Geese1 - (Apollonia&#39;s sPA) 18.44 05.10.wav,Are there more than one animal?,NO
Geese1 - (Apollonia&#39;s sPA) 18.44 05.10.wav,Are there more than one animal?,YES
Geese1 - (Apollonia&#39;s sPA) 18.44 05.10.wav,Does the animal heard here live by water?,YES
Geese1 - (Apollonia&#39;s sPA) 18.44 05.10.wav,Does the animal heard here live by water?,YES
Geese1 - (Apollonia&#39;s sPA) 18.44 05.10.wav,Does the animal heard here live by water?,YES
Geese1 - (Apollonia&#39;s sPA) 18.44 05.10.wav,Is the wind blowing making a distortion?,YES
Geese1 - (Apollonia&#39;s sPA) 18.44 05.10.wav,Is the wind blowing making a distortion?,YES
Geese1 - (Apollonia&#39;s sPA) 18.44 05.10.wav,Is the wind blowing making a distortion?,YES
Teddington weir.wav,Are there any authorities nearby?,YES
Teddington weir.wav,Are there any authorities nearby?,NO
Teddington weir.wav,Are there any authorities nearby?,YES
Teddington weir.wav,Are there any voices present?,YES
Teddington weir.wav,Are there any voices present?,NO
Teddington weir.wav,Are there any voices present?,YES
Teddington weir.wav,Is there a vehicle in motion?,YES
Teddington weir.wav,Is there a vehicle in motion?,NO
Teddington weir.wav,Is there a vehicle in motion?,YES
Teddington weir.wav,Is this taking place in outer space?,NO
Teddington weir.wav,Is this taking place in outer space?,YES
Teddington weir.wav,Is this taking place in outer space?,YES
Train Horn.wav,Are there people fighting each other ?,NO
Train Horn.wav,Are there people fighting each other ?,NO
Train Horn.wav,Are there people fighting each other ?,NO
Train Horn.wav,Is the sound coming from a vehicle?,NO
Train Horn.wav,Is the sound coming from a vehicle?,NO
Train Horn.wav,Is the sound coming from a vehicle?,NO
Train Horn.wav,Is there a train going in the background ?,YES
Train Horn.wav,Is there a train going in the background ?,YES
Train Horn.wav,Is there a train going in the background ?,YES
Train Horn.wav,Is this a sound one would expect to hear at a shopping mall?,NO
Train Horn.wav,Is this a sound one would expect to hear at a shopping mall?,NO
Train Horn.wav,Is this a sound one would expect to hear at a shopping mall?,NO
kettle-watergong4.wav,Is something hitting metal?,YES
kettle-watergong4.wav,Is something hitting metal?,YES
kettle-watergong4.wav,Is something hitting metal?,YES
kettle-watergong4.wav,Is the object struck multiple times ?,YES
kettle-watergong4.wav,Is the object struck multiple times ?,YES
kettle-watergong4.wav,Is the object struck multiple times ?,YES
kettle-watergong4.wav,Is there sound of thunder?,YES
kettle-watergong4.wav,Is there sound of thunder?,NO
kettle-watergong4.wav,Is there sound of thunder?,YES
kettle-watergong4.wav,Is this a musical instrument?,YES
kettle-watergong4.wav,Is this a musical instrument?,NO
kettle-watergong4.wav,Is this a musical instrument?,YES
open and close umbrella.wav,Does the sound pause?,YES
open and close umbrella.wav,Does the sound pause?,YES
open and close umbrella.wav,Does the sound pause?,YES
open and close umbrella.wav,Is a person speaking to themselves?,NO
open and close umbrella.wav,Is a person speaking to themselves?,NO
open and close umbrella.wav,Is a person speaking to themselves?,NO
open and close umbrella.wav,Is the sound being created by a person handling a object?,YES
open and close umbrella.wav,Is the sound being created by a person handling a object?,YES
open and close umbrella.wav,Is the sound being created by a person handling a object?,YES
open and close umbrella.wav,Is the sound only made once?,NO
open and close umbrella.wav,Is the sound only made once?,YES
open and close umbrella.wav,Is the sound only made once?,NO
SR001F.wav,are the people conversing indoors?,NO
SR001F.wav,are the people conversing indoors?,YES
SR001F.wav,are the people conversing indoors?,YES
SR001F.wav,Are there animals barking?,NO
SR001F.wav,Are there animals barking?,NO
SR001F.wav,Are there animals barking?,NO
SR001F.wav,can anyone be heard running?,NO
SR001F.wav,can anyone be heard running?,NO
SR001F.wav,can anyone be heard running?,NO
SR001F.wav,Is there a creaking noise?,NO
SR001F.wav,Is there a creaking noise?,YES
SR001F.wav,Is there a creaking noise?,YES
SYnth_NoisesAV.wav,Does it get louder at the end?,NO
SYnth_NoisesAV.wav,Does it get louder at the end?,YES
SYnth_NoisesAV.wav,Does it get louder at the end?,NO
SYnth_NoisesAV.wav,Does the sound change pitch?,YES
SYnth_NoisesAV.wav,Does the sound change pitch?,YES
SYnth_NoisesAV.wav,Does the sound change pitch?,YES
SYnth_NoisesAV.wav,Does the sound ever stop in the middle?,NO
SYnth_NoisesAV.wav,Does the sound ever stop in the middle?,NO
SYnth_NoisesAV.wav,Does the sound ever stop in the middle?,NO
SYnth_NoisesAV.wav,Is the noise mechanical?,YES
SYnth_NoisesAV.wav,Is the noise mechanical?,YES
SYnth_NoisesAV.wav,Is the noise mechanical?,YES
San Francisco Traffic at Powell And O&#39;Farrell.wav,Are the people's voices growing louder over time?,NO
San Francisco Traffic at Powell And O&#39;Farrell.wav,Are the people's voices growing louder over time?,NO
San Francisco Traffic at Powell And O&#39;Farrell.wav,Are the people's voices growing louder over time?,YES
San Francisco Traffic at Powell And O&#39;Farrell.wav,Are there stray cats crying?,NO
San Francisco Traffic at Powell And O&#39;Farrell.wav,Are there stray cats crying?,NO
San Francisco Traffic at Powell And O&#39;Farrell.wav,Are there stray cats crying?,NO
San Francisco Traffic at Powell And O&#39;Farrell.wav,Does a motorcycle start up?,NO
San Francisco Traffic at Powell And O&#39;Farrell.wav,Does a motorcycle start up?,YES
San Francisco Traffic at Powell And O&#39;Farrell.wav,Does a motorcycle start up?,YES
San Francisco Traffic at Powell And O&#39;Farrell.wav,Is a metal object clanging nearby?,YES
San Francisco Traffic at Powell And O&#39;Farrell.wav,Is a metal object clanging nearby?,YES
San Francisco Traffic at Powell And O&#39;Farrell.wav,Is a metal object clanging nearby?,YES
April_2004_garden_birds01.wav,Are multiple bird species heard?,YES
April_2004_garden_birds01.wav,Are multiple bird species heard?,YES
April_2004_garden_birds01.wav,Are multiple bird species heard?,YES
April_2004_garden_birds01.wav,Is the bird dead?,YES
April_2004_garden_birds01.wav,Is the bird dead?,NO
April_2004_garden_birds01.wav,Is the bird dead?,YES
April_2004_garden_birds01.wav,Is there a bird chirping?,YES
April_2004_garden_birds01.wav,Is there a bird chirping?,YES
April_2004_garden_birds01.wav,Is there a bird chirping?,YES
April_2004_garden_birds01.wav,Is there a bird here?,YES
April_2004_garden_birds01.wav,Is there a bird here?,YES
April_2004_garden_birds01.wav,Is there a bird here?,YES
bamboo_wind_chimes_1.wav,Are different sounds being produced by the instrument?,YES
bamboo_wind_chimes_1.wav,Are different sounds being produced by the instrument?,YES
bamboo_wind_chimes_1.wav,Are different sounds being produced by the instrument?,YES
bamboo_wind_chimes_1.wav,Does a car blow it's horn?,YES
bamboo_wind_chimes_1.wav,Does a car blow it's horn?,NO
bamboo_wind_chimes_1.wav,Does a car blow it's horn?,NO
bamboo_wind_chimes_1.wav,Is an instrument being manually struck?,YES
bamboo_wind_chimes_1.wav,Is an instrument being manually struck?,YES
bamboo_wind_chimes_1.wav,Is an instrument being manually struck?,YES
bamboo_wind_chimes_1.wav,Is the rhythm of the instrument being struck constant?,NO
bamboo_wind_chimes_1.wav,Is the rhythm of the instrument being struck constant?,YES
bamboo_wind_chimes_1.wav,Is the rhythm of the instrument being struck constant?,YES
Cat and Rain.wav,Are people talking?,NO
Cat and Rain.wav,Are people talking?,YES
Cat and Rain.wav,Are people talking?,NO
Cat and Rain.wav,Can water be heard?,YES
Cat and Rain.wav,Can water be heard?,YES
Cat and Rain.wav,Can water be heard?,YES
Cat and Rain.wav,Is the area dry?,NO
Cat and Rain.wav,Is the area dry?,NO
Cat and Rain.wav,Is the area dry?,YES
Cat and Rain.wav,Is there an animal around?,YES
Cat and Rain.wav,Is there an animal around?,YES
Cat and Rain.wav,Is there an animal around?,YES
md4trk7.wav,does the noise ever stop?,NO
md4trk7.wav,does the noise ever stop?,NO
md4trk7.wav,does the noise ever stop?,YES
md4trk7.wav,does the sound get lower and higher at some points?,YES
md4trk7.wav,does the sound get lower and higher at some points?,YES
md4trk7.wav,does the sound get lower and higher at some points?,YES
md4trk7.wav,Is the noise repetitive?,YES
md4trk7.wav,Is the noise repetitive?,YES
md4trk7.wav,Is the noise repetitive?,YES
md4trk7.wav,Is the same guitar string being plucked over and over again?,NO
md4trk7.wav,Is the same guitar string being plucked over and over again?,NO
md4trk7.wav,Is the same guitar string being plucked over and over again?,NO
by a busy road background.wav,Do these machines have wheels?,YES
by a busy road background.wav,Do these machines have wheels?,YES
by a busy road background.wav,Do these machines have wheels?,YES
by a busy road background.wav,Does this take place outside?,YES
by a busy road background.wav,Does this take place outside?,YES
by a busy road background.wav,Does this take place outside?,YES
by a busy road background.wav,Is a cat meowing?,NO
by a busy road background.wav,Is a cat meowing?,NO
by a busy road background.wav,Is a cat meowing?,NO
by a busy road background.wav,Is someone screaming?,NO
by a busy road background.wav,Is someone screaming?,NO
by a busy road background.wav,Is someone screaming?,NO
DH12_139_CentStat11_out.wav,Are there multiple recorded messages?,YES
DH12_139_CentStat11_out.wav,Are there multiple recorded messages?,NO
DH12_139_CentStat11_out.wav,Are there multiple recorded messages?,YES
DH12_139_CentStat11_out.wav,Does a man a make the announcement?,NO
DH12_139_CentStat11_out.wav,Does a man a make the announcement?,NO
DH12_139_CentStat11_out.wav,Does a man a make the announcement?,NO
DH12_139_CentStat11_out.wav,Does the recording start with a chime?,YES
DH12_139_CentStat11_out.wav,Does the recording start with a chime?,YES
DH12_139_CentStat11_out.wav,Does the recording start with a chime?,YES
DH12_139_CentStat11_out.wav,Is there an announcement for passengers?,YES
DH12_139_CentStat11_out.wav,Is there an announcement for passengers?,YES
DH12_139_CentStat11_out.wav,Is there an announcement for passengers?,YES
stream5.wav,do any animals make a noise?,NO
stream5.wav,do any animals make a noise?,NO
stream5.wav,do any animals make a noise?,NO
stream5.wav,Is this a car?,NO
stream5.wav,Is this a car?,NO
stream5.wav,Is this a car?,NO
stream5.wav,Is this water?,YES
stream5.wav,Is this water?,YES
stream5.wav,Is this water?,YES
stream5.wav,is water flowing?,YES
stream5.wav,is water flowing?,YES
stream5.wav,is water flowing?,YES
Steady Rain.wav,Can something other than rain be heard?,NO
Steady Rain.wav,Can something other than rain be heard?,NO
Steady Rain.wav,Can something other than rain be heard?,NO
Steady Rain.wav,Does the rain get heavier?,YES
Steady Rain.wav,Does the rain get heavier?,YES
Steady Rain.wav,Does the rain get heavier?,NO
Steady Rain.wav,Is it thundering?,NO
Steady Rain.wav,Is it thundering?,YES
Steady Rain.wav,Is it thundering?,YES
Steady Rain.wav,Is the rain hitting something hollow?,YES
Steady Rain.wav,Is the rain hitting something hollow?,NO
Steady Rain.wav,Is the rain hitting something hollow?,YES
resonant_sewer.wav,Are there any animals making sounds?,NO
resonant_sewer.wav,Are there any animals making sounds?,NO
resonant_sewer.wav,Are there any animals making sounds?,NO
resonant_sewer.wav,Are there any people communicating?,NO
resonant_sewer.wav,Are there any people communicating?,NO
resonant_sewer.wav,Are there any people communicating?,NO
resonant_sewer.wav,"Is the flow pretty much unaltered, not increased or decreased?",YES
resonant_sewer.wav,"Is the flow pretty much unaltered, not increased or decreased?",YES
resonant_sewer.wav,"Is the flow pretty much unaltered, not increased or decreased?",YES
resonant_sewer.wav,Is there only one consistent sound throughout the audio?,NO
resonant_sewer.wav,Is there only one consistent sound throughout the audio?,NO
resonant_sewer.wav,Is there only one consistent sound throughout the audio?,YES
La cuina del institut.wav,Are large animals running through the grass?,NO
La cuina del institut.wav,Are large animals running through the grass?,NO
La cuina del institut.wav,Are large animals running through the grass?,NO
La cuina del institut.wav,Is something dropped?,YES
La cuina del institut.wav,Is something dropped?,NO
La cuina del institut.wav,Is something dropped?,NO
La cuina del institut.wav,Is there only one person talking?,NO
La cuina del institut.wav,Is there only one person talking?,YES
La cuina del institut.wav,Is there only one person talking?,YES
La cuina del institut.wav,Is there talking at the beginning?,NO
La cuina del institut.wav,Is there talking at the beginning?,NO
La cuina del institut.wav,Is there talking at the beginning?,NO
d0_drips_03.wav,Are people talking to each other?,NO
d0_drips_03.wav,Are people talking to each other?,NO
d0_drips_03.wav,Are people talking to each other?,NO
d0_drips_03.wav,Does the sound speed up?,NO
d0_drips_03.wav,Does the sound speed up?,YES
d0_drips_03.wav,Does the sound speed up?,YES
d0_drips_03.wav,Is something tapping?,YES
d0_drips_03.wav,Is something tapping?,YES
d0_drips_03.wav,Is something tapping?,YES
d0_drips_03.wav,Is the TV on?,NO
d0_drips_03.wav,Is the TV on?,NO
d0_drips_03.wav,Is the TV on?,NO
Newark airport outside.wav,Does something shatter?,YES
Newark airport outside.wav,Does something shatter?,YES
Newark airport outside.wav,Does something shatter?,YES
Newark airport outside.wav,Is someone's speech amplified by a machine?,YES
Newark airport outside.wav,Is someone's speech amplified by a machine?,YES
Newark airport outside.wav,Is someone's speech amplified by a machine?,YES
Newark airport outside.wav,Is the person singing on the radio?,NO
Newark airport outside.wav,Is the person singing on the radio?,YES
Newark airport outside.wav,Is the person singing on the radio?,YES
Newark airport outside.wav,Is there a person nearby?,YES
Newark airport outside.wav,Is there a person nearby?,NO
Newark airport outside.wav,Is there a person nearby?,YES
heavy industrial door opens 110419_01.wav,Can people be heard talking?,YES
heavy industrial door opens 110419_01.wav,Can people be heard talking?,NO
heavy industrial door opens 110419_01.wav,Can people be heard talking?,NO
heavy industrial door opens 110419_01.wav,Is the machine making a constant noise?,YES
heavy industrial door opens 110419_01.wav,Is the machine making a constant noise?,YES
heavy industrial door opens 110419_01.wav,Is the machine making a constant noise?,YES
heavy industrial door opens 110419_01.wav,Is this a machine?,YES
heavy industrial door opens 110419_01.wav,Is this a machine?,YES
heavy industrial door opens 110419_01.wav,Is this a machine?,YES
heavy industrial door opens 110419_01.wav,Is this an animal?,NO
heavy industrial door opens 110419_01.wav,Is this an animal?,NO
heavy industrial door opens 110419_01.wav,Is this an animal?,NO
"Gibraltar Mountain (apes, birds).wav",are there people around?,NO
"Gibraltar Mountain (apes, birds).wav",are there people around?,YES
"Gibraltar Mountain (apes, birds).wav",are there people around?,NO
"Gibraltar Mountain (apes, birds).wav",Does a shoe squeak?,YES
"Gibraltar Mountain (apes, birds).wav",Does a shoe squeak?,NO
"Gibraltar Mountain (apes, birds).wav",Does a shoe squeak?,YES
"Gibraltar Mountain (apes, birds).wav",is there a helicopter passing over?,YES
"Gibraltar Mountain (apes, birds).wav",is there a helicopter passing over?,NO
"Gibraltar Mountain (apes, birds).wav",is there a helicopter passing over?,YES
"Gibraltar Mountain (apes, birds).wav",Is there vehicle traffic?,NO
"Gibraltar Mountain (apes, birds).wav",Is there vehicle traffic?,NO
"Gibraltar Mountain (apes, birds).wav",Is there vehicle traffic?,YES
in_cafe_4.wav,Are the clinking noises from toys?,NO
in_cafe_4.wav,Are the clinking noises from toys?,NO
in_cafe_4.wav,Are the clinking noises from toys?,NO
in_cafe_4.wav,Are the people in a dining room?,NO
in_cafe_4.wav,Are the people in a dining room?,YES
in_cafe_4.wav,Are the people in a dining room?,YES
in_cafe_4.wav,Are these people participating in a marathon?,NO
in_cafe_4.wav,Are these people participating in a marathon?,NO
in_cafe_4.wav,Are these people participating in a marathon?,YES
in_cafe_4.wav,Is there a group of people talking?,YES
in_cafe_4.wav,Is there a group of people talking?,YES
in_cafe_4.wav,Is there a group of people talking?,YES
turtledove sounds.wav,Is a dog barking?,NO
turtledove sounds.wav,Is a dog barking?,NO
turtledove sounds.wav,Is a dog barking?,NO
turtledove sounds.wav,Is an animal hooting repeatedly?,YES
turtledove sounds.wav,Is an animal hooting repeatedly?,YES
turtledove sounds.wav,Is an animal hooting repeatedly?,YES
turtledove sounds.wav,Is an animal making noise?,YES
turtledove sounds.wav,Is an animal making noise?,YES
turtledove sounds.wav,Is an animal making noise?,YES
turtledove sounds.wav,Is there more than one animal making sound?,YES
turtledove sounds.wav,Is there more than one animal making sound?,NO
turtledove sounds.wav,Is there more than one animal making sound?,YES
belladonna.wav,Does this sound come from an animal?,NO
belladonna.wav,Does this sound come from an animal?,NO
belladonna.wav,Does this sound come from an animal?,NO
belladonna.wav,is something moving?,YES
belladonna.wav,is something moving?,YES
belladonna.wav,is something moving?,YES
belladonna.wav,is there no whistling noise?,NO
belladonna.wav,is there no whistling noise?,YES
belladonna.wav,is there no whistling noise?,YES
belladonna.wav,Is this a chiming type of noise?,YES
belladonna.wav,Is this a chiming type of noise?,YES
belladonna.wav,Is this a chiming type of noise?,YES
forest04.wav,Are people singing?,NO
forest04.wav,Are people singing?,YES
forest04.wav,Are people singing?,NO
forest04.wav,Do these animals fly?,YES
forest04.wav,Do these animals fly?,YES
forest04.wav,Do these animals fly?,YES
forest04.wav,Is a person digging gravel?,YES
forest04.wav,Is a person digging gravel?,NO
forest04.wav,Is a person digging gravel?,YES
forest04.wav,Is it outdoors?,YES
forest04.wav,Is it outdoors?,YES
forest04.wav,Is it outdoors?,YES
footstep on wood foley.wav,Are they taking the elevator?,NO
footstep on wood foley.wav,Are they taking the elevator?,YES
footstep on wood foley.wav,Are they taking the elevator?,NO
footstep on wood foley.wav,Is someone walking up stairs?,YES
footstep on wood foley.wav,Is someone walking up stairs?,NO
footstep on wood foley.wav,Is someone walking up stairs?,YES
footstep on wood foley.wav,Is the person going down a slide?,YES
footstep on wood foley.wav,Is the person going down a slide?,YES
footstep on wood foley.wav,Is the person going down a slide?,YES
footstep on wood foley.wav,Is the person inside?,YES
footstep on wood foley.wav,Is the person inside?,YES
footstep on wood foley.wav,Is the person inside?,YES
inside a japanese bus.wav,Are vehicles present?,YES
inside a japanese bus.wav,Are vehicles present?,NO
inside a japanese bus.wav,Are vehicles present?,YES
inside a japanese bus.wav,Is an animal getting into the trash?,NO
inside a japanese bus.wav,Is an animal getting into the trash?,NO
inside a japanese bus.wav,Is an animal getting into the trash?,NO
inside a japanese bus.wav,Is somebody laying on their horn?,NO
inside a japanese bus.wav,Is somebody laying on their horn?,NO
inside a japanese bus.wav,Is somebody laying on their horn?,NO
inside a japanese bus.wav,Is the vehicle far away?,YES
inside a japanese bus.wav,Is the vehicle far away?,YES
inside a japanese bus.wav,Is the vehicle far away?,YES
Waterfalls_00217.wav,Are people fishing?,NO
Waterfalls_00217.wav,Are people fishing?,NO
Waterfalls_00217.wav,Are people fishing?,NO
Waterfalls_00217.wav,Has a tap been left running?,NO
Waterfalls_00217.wav,Has a tap been left running?,NO
Waterfalls_00217.wav,Has a tap been left running?,YES
Waterfalls_00217.wav,Is the water flowing fast?,NO
Waterfalls_00217.wav,Is the water flowing fast?,YES
Waterfalls_00217.wav,Is the water flowing fast?,YES
Waterfalls_00217.wav,Is this the sound of a river?,YES
Waterfalls_00217.wav,Is this the sound of a river?,YES
Waterfalls_00217.wav,Is this the sound of a river?,NO
Omni_Ambiental_PublicKitchen.wav,Are the people at the beach?,NO
Omni_Ambiental_PublicKitchen.wav,Are the people at the beach?,YES
Omni_Ambiental_PublicKitchen.wav,Are the people at the beach?,NO
Omni_Ambiental_PublicKitchen.wav,Does it sound like something being scraped?,NO
Omni_Ambiental_PublicKitchen.wav,Does it sound like something being scraped?,YES
Omni_Ambiental_PublicKitchen.wav,Does it sound like something being scraped?,NO
Omni_Ambiental_PublicKitchen.wav,Is the background silent?,NO
Omni_Ambiental_PublicKitchen.wav,Is the background silent?,YES
Omni_Ambiental_PublicKitchen.wav,Is the background silent?,NO
Omni_Ambiental_PublicKitchen.wav,Is there ball bouncing?,NO
Omni_Ambiental_PublicKitchen.wav,Is there ball bouncing?,NO
Omni_Ambiental_PublicKitchen.wav,Is there ball bouncing?,NO
Anchor Chain.wav,Are children playing in the background ?,NO
Anchor Chain.wav,Are children playing in the background ?,NO
